reporter_area_label,year,value,value_millions
Saba,2008,22.5,0.0225
Saba,2009,23.7,0.0237
Saba,2010,22.5,0.0225
St. Eustatius,1995,25.0,0.025
St. Eustatius,1996,24.0,0.024
St. Eustatius,1997,25.0,0.025
St. Eustatius,1998,25.0,0.025
St. Eustatius,1999,25.0,0.025
St. Eustatius,2000,27.0,0.027
St. Eustatius,2001,30.0,0.03
